bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr
BR-00137,Highway,Composite Steel-Concrete,1989,35,50,Urban Midwest,Moderate,0.055,7,0,27568,2082.0,400,230,6.5e-12,3.0,56.3,54.4,352.2,0.57,0.2,2020-08-26,5.4
BR-00138,Interstate,Timber,1979,45,60,Rural South,Mild,0.0455,8,0,14065,2647.0,8,5,0.0,0.0,33.6,31.6,231.0,0.49,0.33,2021-11-22,4.7
BR-00139,Interstate,Prestressed Concrete,1994,30,50,Rural South,Mild,0.0243,9,0,57878,4404.0,35,28,0.0,0.0,58.7,58.0,633.8,1.43,1.1,2020-09-05,27.6
BR-00140,Railroad,Steel (A36),1957,67,75,Coastal Florida,Severe,0.0972,4,1,31,2197.0,450,250,6.9e-12,3.0,23.7,17.2,37.9,0.58,0.36,2023-09-16,6.7
BR-00141,Interstate,Steel (A36),1953,71,75,Coastal Florida,Severe,0.0827,5,0,6975,2105.0,450,250,6.9e-12,3.0,10.6,4.8,180.8,0.84,0.5,2023-09-26,20.6
BR-00142,Railroad,Steel (A36),1994,30,60,Industrial Michigan,Moderate,0.0856,8,0,10,2183.0,450,250,6.9e-12,3.0,24.3,21.7,5.5,0.37,0.26,2020-09-27,3.9
BR-00143,Highway,Reinforced Concrete,1977,47,75,Rural South,Mild,0.0203,8,0,10782,522.0,25,20,0.0,0.0,47.3,46.4,185.0,0.15,0.09,2021-11-20,3.2
BR-00144,Interstate,Prestressed Concrete,1973,51,100,Rural South,Mild,0.0255,8,0,85829,1466.0,35,28,0.0,0.0,62.2,60.9,1597.7,0.38,0.17,2021-05-09,3.3
BR-00145,Local Road,Steel (A36),1984,40,75,Rural Mountain,Mild,0.0201,8,0,8398,1623.0,450,250,6.9e-12,3.0,22.6,21.8,122.6,0.57,0.45,2021-09-24,9.3
BR-00146,Highway,Reinforced Concrete,1965,59,60,Urban West,Mild,0.016,8,0,38698,2977.0,25,20,0.0,0.0,57.2,56.3,833.4,0.75,0.42,2020-02-16,18.8
BR-00147,Highway,Steel (A588 Weathering),1977,47,50,Coastal Texas,Severe,0.0645,6,0,15660,1061.0,485,345,5.2e-12,2.8,17.3,14.3,268.6,0.42,0.14,2023-04-02,4.3
BR-00148,Highway,Reinforced Concrete,1990,34,100,Rural Midwest,Mild,0.0095,9,0,14670,3481.0,25,20,0.0,0.0,44.5,44.1,182.1,1.09,0.61,2021-08-18,16.0
BR-00149,Highway,Steel (A36),1972,52,75,Coastal Carolina,Severe,0.1125,4,1,19089,1440.0,450,250,6.9e-12,3.0,19.0,13.1,362.3,0.35,0.15,2020-08-24,6.7
BR-00150,Interstate,Prestressed Concrete,1941,83,100,Industrial New Jersey,Moderate,0.0433,6,0,86229,1102.0,35,28,0.0,0.0,59.2,55.6,2612.3,0.36,0.26,2020-06-01,6.3
BR-00151,Interstate,Steel (A514 HY),2001,23,75,Urban West,Mild,0.0448,9,0,53757,386.0,760,690,4.5e-12,3.2,11.1,10.0,451.3,0.07,0.04,2020-08-08,1.2
BR-00152,Highway,Reinforced Concrete,1978,46,75,Rural Midwest,Mild,0.0149,8,0,55699,723.0,25,20,0.0,0.0,40.4,39.7,935.2,0.15,0.11,2022-05-15,1.8
BR-00153,Interstate,Steel (A36),1954,70,60,Urban Northeast,Moderate,0.0889,3,1,27925,3074.0,450,250,6.9e-12,3.0,19.7,13.5,713.5,1.02,0.46,2021-06-10,24.9
BR-00154,Local Road,Steel (A36),1993,31,50,Pacific Northwest,Mild,0.0365,8,0,1680,964.0,450,250,6.9e-12,3.0,22.9,21.8,19.0,0.3,0.13,2023-04-04,6.1
BR-00155,Railroad,Cast Iron,1974,50,75,Coastal Florida,Severe,0.0275,7,0,6,4172.0,200,130,1.2e-11,3.8,14.5,13.1,5.5,0.65,0.44,2021-11-17,12.5
BR-00156,Highway,Composite Steel-Concrete,1980,44,50,Industrial Michigan,Moderate,0.0567,6,0,9195,1733.0,400,230,6.5e-12,3.0,59.4,56.9,147.7,0.31,0.2,2022-02-21,6.8
BR-00157,Highway,Composite Steel-Concrete,1973,51,60,Industrial Michigan,Moderate,0.0667,6,0,10139,496.0,400,230,6.5e-12,3.0,67.5,64.1,188.7,0.12,0.09,2021-03-25,1.1
BR-00158,Local Road,Reinforced Concrete,1999,25,100,Coastal Florida,Severe,0.0764,8,0,975,8681.0,25,20,0.0,0.0,60.8,58.9,8.9,3.08,1.03,2023-05-19,67.0
BR-00159,Interstate,Timber,1979,45,60,Coastal Carolina,Severe,0.0553,7,0,7107,3224.0,8,5,0.0,0.0,25.6,23.1,116.7,1.25,0.82,2020-04-23,29.8
BR-00160,Local Road,Prestressed Concrete,1996,28,60,Urban West,Mild,0.0294,9,0,892,2552.0,35,28,0.0,0.0,49.4,48.6,9.1,0.94,0.65,2020-04-23,17.3
BR-00161,Highway,Prestressed Concrete,2023,1,50,Rural South,Mild,0.0307,9,0,11840,4106.0,35,28,0.0,0.0,67.4,67.3,4.3,1.15,0.69,2022-07-08,26.9
BR-00162,Local Road,Reinforced Concrete,1994,30,75,Industrial Ohio,Moderate,0.0231,9,0,4778,1666.0,25,20,0.0,0.0,41.3,40.6,52.3,0.29,0.1,2022-10-03,5.1
BR-00163,Highway,Reinforced Concrete,1991,33,60,Pacific Northwest,Mild,0.0249,9,0,5406,1087.0,25,20,0.0,0.0,42.9,42.1,65.1,0.25,0.17,2022-09-10,3.8
BR-00164,Railroad,Steel (A588 Weathering),1920,104,100,Industrial New Jersey,Moderate,0.0328,6,0,6,1809.0,485,345,5.2e-12,2.8,24.0,20.6,11.4,0.62,0.27,2022-03-24,13.5
BR-00165,Local Road,Reinforced Concrete,1987,37,60,Coastal Texas,Severe,0.0549,7,0,3553,4939.0,25,20,0.0,0.0,69.9,67.8,48.0,1.92,1.36,2023-02-02,21.5
BR-00166,Highway,Composite Steel-Concrete,1974,50,60,Urban Midwest,Moderate,0.0562,6,0,46252,1168.0,400,230,6.5e-12,3.0,60.0,57.2,844.1,0.2,0.15,2023-11-07,3.2
BR-00167,Interstate,Prestressed Concrete,1982,42,75,Industrial New Jersey,Moderate,0.0256,8,0,23110,1537.0,35,28,0.0,0.0,57.7,56.7,354.3,0.29,0.1,2023-02-09,5.0
BR-00168,Pedestrian,Cast Iron,1984,40,100,Coastal Florida,Severe,0.0532,7,0,12234,913.0,200,130,1.2e-11,3.8,14.7,12.6,17.9,0.29,0.17,2022-05-14,4.4
BR-00169,Interstate,Reinforced Concrete,1977,47,75,Industrial Ohio,Moderate,0.047,7,0,10148,11948.0,25,20,0.0,0.0,55.8,53.5,174.1,2.51,1.84,2022-12-11,28.9
BR-00170,Railroad,Steel (A36),1976,48,100,Rural Midwest,Mild,0.0229,9,0,73,1495.0,450,250,6.9e-12,3.0,23.6,22.5,63.9,0.28,0.17,2020-07-26,5.5
BR-00171,Highway,Cast Iron,1980,44,100,Rural South,Mild,0.0234,8,0,134168,1571.0,200,130,1.2e-11,3.8,21.7,20.6,2154.7,0.38,0.11,2020-01-19,5.3
BR-00172,Highway,Steel (A36),1974,50,100,Coastal Carolina,Severe,0.0887,6,0,15024,1437.0,450,250,6.9e-12,3.0,24.5,20.1,274.2,0.56,0.43,2021-04-07,5.9
BR-00173,Highway,Stainless Steel 316L,1988,36,100,Urban Northeast,Moderate,0.0073,9,0,14892,1815.0,515,205,3.1e-12,3.2,23.5,23.3,195.7,0.31,0.24,2023-02-17,3.2
BR-00174,Local Road,Stainless Steel 316L,1971,53,50,Industrial New Jersey,Moderate,0.008,8,0,1295,1394.0,515,205,3.1e-12,3.2,21.9,21.5,25.1,0.5,0.3,2022-07-12,11.1
BR-00175,Interstate,Reinforced Concrete,2009,15,100,Urban Midwest,Moderate,0.0182,9,0,17224,2963.0,25,20,0.0,0.0,58.9,58.6,94.3,1.13,0.79,2022-11-06,21.0
BR-00176,Pedestrian,Prestressed Concrete,1987,37,50,Coastal Carolina,Severe,0.0528,7,0,11421,335.0,35,28,0.0,0.0,40.8,38.8,15.4,0.11,0.07,2021-10-01,2.2
BR-00177,Local Road,Steel (A36),2021,3,75,Coastal Texas,Severe,0.0982,8,0,3459,2308.0,450,250,6.9e-12,3.0,16.3,16.0,3.8,0.47,0.16,2022-12-10,11.1
BR-00178,Highway,Timber,1959,65,75,Industrial New Jersey,Moderate,0.061,6,0,9345,2019.0,8,5,0.0,0.0,34.3,30.4,221.7,0.31,0.11,2020-03-24,3.4
BR-00179,Local Road,Steel (A588 Weathering),1967,57,75,Industrial Michigan,Moderate,0.0203,7,0,3851,3168.0,485,345,5.2e-12,2.8,21.6,20.5,80.1,0.89,0.4,2020-11-03,18.4
BR-00180,Pedestrian,Steel (A36),2004,20,75,Urban Northeast,Moderate,0.0426,8,0,3070,3950.0,450,250,6.9e-12,3.0,15.9,15.1,2.2,1.3,0.72,2022-01-10,19.0
BR-00181,Interstate,Steel (A36),2011,13,100,Rural Midwest,Mild,0.0379,9,0,38903,3731.0,450,250,6.9e-12,3.0,16.8,16.3,184.6,0.86,0.51,2023-08-12,14.7
BR-00182,Highway,Composite Steel-Concrete,1989,35,75,Rural South,Mild,0.039,8,0,20533,2734.0,400,230,6.5e-12,3.0,58.7,57.3,262.3,0.72,0.23,2023-12-28,8.0
BR-00183,Highway,Steel (A36),1991,33,75,Coastal Texas,Severe,0.055,8,0,15671,5387.0,450,250,6.9e-12,3.0,24.8,23.0,188.8,0.95,0.52,2020-04-02,13.8
BR-00184,Highway,Steel (A588 Weathering),2012,12,50,Pacific Northwest,Mild,0.0137,9,0,42151,2539.0,485,345,5.2e-12,2.8,24.4,24.2,184.6,0.39,0.13,2023-03-22,9.8
BR-00185,Interstate,Prestressed Concrete,1966,58,100,Rural Mountain,Mild,0.015,9,0,16038,2519.0,35,28,0.0,0.0,60.4,59.5,339.5,0.63,0.49,2020-07-24,11.2
BR-00186,Interstate,Reinforced Concrete,1954,70,75,Urban Midwest,Moderate,0.0165,8,0,15216,2130.0,25,20,0.0,0.0,68.8,67.6,388.8,0.63,0.42,2023-02-18,11.0
BR-00187,Railroad,Steel (A514 HY),1965,59,100,Industrial Michigan,Moderate,0.0617,6,0,105,1207.0,760,690,4.5e-12,3.2,23.3,19.7,113.1,0.34,0.2,2022-07-09,5.6
BR-00188,Highway,Steel (A36),1964,60,100,Coastal Texas,Severe,0.1,4,1,151345,4189.0,450,250,6.9e-12,3.0,24.1,18.1,3314.5,0.95,0.48,2023-08-25,16.5
BR-00189,Interstate,Steel (A36),1980,44,100,Rural Mountain,Mild,0.0208,8,0,6352,1166.0,450,250,6.9e-12,3.0,10.6,9.7,102.0,0.27,0.14,2020-06-02,4.5
BR-00190,Highway,Reinforced Concrete,1965,59,75,Coastal California,Moderate,0.0262,7,0,41129,1959.0,25,20,0.0,0.0,66.0,64.5,885.7,0.42,0.19,2023-12-01,3.5
BR-00191,Highway,Cast Iron,1983,41,75,Coastal Texas,Severe,0.0374,8,0,74004,3102.0,200,130,1.2e-11,3.8,13.2,11.7,1107.5,0.87,0.66,2021-08-01,12.6
BR-00192,Highway,Composite Steel-Concrete,1973,51,100,Coastal California,Moderate,0.0966,5,0,16898,2976.0,400,230,6.5e-12,3.0,50.4,45.5,314.6,0.48,0.27,2020-11-06,6.1
BR-00193,Interstate,Steel (A588 Weathering),1989,35,100,Coastal California,Moderate,0.0325,9,0,10943,4006.0,485,345,5.2e-12,2.8,13.6,12.4,139.8,1.58,1.07,2022-01-01,21.3
BR-00194,Local Road,Prestressed Concrete,1981,43,75,Industrial Ohio,Moderate,0.0212,8,0,5376,2122.0,35,28,0.0,0.0,51.0,50.1,84.4,0.67,0.37,2022-04-28,14.8
BR-00195,Interstate,Prestressed Concrete,2003,21,75,Industrial Ohio,Moderate,0.0437,8,0,32156,10779.0,35,28,0.0,0.0,53.3,52.3,246.5,3.14,2.39,2020-12-08,74.4
BR-00196,Highway,Prestressed Concrete,2023,1,75,Urban Northeast,Moderate,0.0259,9,0,26585,2786.0,35,28,0.0,0.0,65.7,65.7,9.7,0.57,0.38,2022-03-08,6.8
BR-00197,Highway,Prestressed Concrete,1959,65,50,Urban Northeast,Moderate,0.0233,8,0,200000,1346.0,35,28,0.0,0.0,52.8,51.3,4745.0,0.23,0.16,2023-11-06,4.7
BR-00198,Interstate,Reinforced Concrete,2005,19,75,Coastal Florida,Severe,0.0439,9,0,4155,652.0,25,20,0.0,0.0,54.4,53.6,28.8,0.16,0.06,2022-05-08,3.4
BR-00199,Highway,Prestressed Concrete,1999,25,75,Coastal Texas,Severe,0.0445,7,0,20362,271.0,35,28,0.0,0.0,63.0,61.9,185.8,0.05,0.02,2021-07-16,0.7
BR-00200,Interstate,Reinforced Concrete,1992,32,60,Rural Midwest,Mild,0.0094,9,0,26673,589.0,25,20,0.0,0.0,56.2,55.9,311.5,0.17,0.09,2022-03-20,4.2
BR-00201,Highway,Steel (A36),1976,48,75,Industrial Ohio,Moderate,0.0812,6,0,17328,2241.0,450,250,6.9e-12,3.0,20.1,16.2,303.6,0.62,0.42,2023-08-20,7.4
BR-00202,Highway,Reinforced Concrete,1965,59,100,Coastal Texas,Severe,0.0537,7,0,33828,1568.0,25,20,0.0,0.0,65.8,62.6,728.5,0.35,0.23,2021-10-01,3.6
BR-00203,Interstate,Reinforced Concrete,1980,44,60,Industrial New Jersey,Moderate,0.0391,8,0,36003,930.0,25,20,0.0,0.0,46.7,45.0,578.2,0.28,0.16,2021-12-28,4.7
BR-00204,Highway,Steel (A36),1938,86,75,Pacific Northwest,Mild,0.0421,6,0,11185,5304.0,450,250,6.9e-12,3.0,23.7,20.1,351.1,1.72,0.79,2020-01-01,26.5
BR-00205,Highway,Steel (A588 Weathering),1957,67,100,Industrial Michigan,Moderate,0.0213,9,0,39227,1357.0,485,345,5.2e-12,2.8,17.7,16.2,959.3,0.39,0.16,2020-01-03,6.6
BR-00206,Local Road,Stainless Steel 316L,1968,56,100,Coastal Texas,Severe,0.0192,8,0,4093,946.0,515,205,3.1e-12,3.2,21.8,20.7,83.7,0.24,0.12,2022-02-18,4.3
BR-00207,Interstate,Stainless Steel 316L,1953,71,50,Urban Midwest,Moderate,0.0099,8,0,50899,301.0,515,205,3.1e-12,3.2,21.6,20.9,1319.0,0.11,0.04,2023-06-10,1.2
BR-00208,Pedestrian,Reinforced Concrete,1982,42,60,Industrial Ohio,Moderate,0.0227,9,0,6777,1821.0,25,20,0.0,0.0,47.2,46.3,10.4,0.69,0.32,2022-08-11,11.7
BR-00209,Highway,Reinforced Concrete,1974,50,75,Rural South,Mild,0.0316,8,0,27616,2217.0,25,20,0.0,0.0,54.7,53.1,504.0,0.44,0.34,2022-11-07,6.4
BR-00210,Interstate,Reinforced Concrete,1943,81,75,Coastal Texas,Severe,0.0717,4,1,87276,5202.0,25,20,0.0,0.0,63.2,57.4,2580.3,1.97,1.49,2020-11-14,44.7
BR-00211,Railroad,Composite Steel-Concrete,1995,29,75,Coastal Florida,Severe,0.0651,8,0,48,6658.0,400,230,6.5e-12,3.0,41.5,39.6,25.4,1.36,0.52,2020-03-24,15.1
BR-00212,Railroad,Composite Steel-Concrete,1954,70,75,Urban Northeast,Moderate,0.0576,6,0,74,2514.0,400,230,6.5e-12,3.0,48.1,44.1,94.5,0.71,0.55,2022-11-15,13.9
BR-00213,Highway,Prestressed Concrete,1976,48,75,Industrial Michigan,Moderate,0.0304,9,0,19595,2237.0,35,28,0.0,0.0,58.9,57.5,343.3,0.83,0.26,2020-09-20,16.9
BR-00214,Railroad,Steel (A36),1990,34,75,Desert Southwest,Mild,0.0281,8,0,49,432.0,450,250,6.9e-12,3.0,17.9,16.9,30.4,0.14,0.09,2020-11-27,2.5
BR-00215,Interstate,Steel (A36),1969,55,50,Urban Midwest,Moderate,0.041,7,0,9004,576.0,450,250,6.9e-12,3.0,13.3,11.0,180.8,0.11,0.07,2022-09-08,2.4
BR-00216,Railroad,Composite Steel-Concrete,1978,46,60,Coastal Texas,Severe,0.1101,5,0,71,997.0,400,230,6.5e-12,3.0,42.2,37.1,59.6,0.39,0.17,2020-12-27,3.6
BR-00217,Interstate,Steel (A588 Weathering),1984,40,50,Coastal Florida,Severe,0.0726,7,0,22178,4839.0,485,345,5.2e-12,2.8,17.7,14.8,323.8,0.87,0.37,2022-09-06,15.4
BR-00218,Pedestrian,Composite Steel-Concrete,1980,44,75,Desert Southwest,Mild,0.0144,9,0,389,734.0,400,230,6.5e-12,3.0,43.7,43.0,0.6,0.26,0.11,2021-06-24,2.5
BR-00219,Local Road,Stainless Steel 316L,1964,60,75,Urban West,Mild,0.0065,8,0,4738,4942.0,515,205,3.1e-12,3.2,14.6,14.3,103.8,1.73,1.29,2022-03-15,27.8
BR-00220,Highway,Steel (A36),1957,67,75,Urban Northeast,Moderate,0.0578,6,0,20673,5591.0,450,250,6.9e-12,3.0,19.1,15.2,505.6,1.02,0.47,2021-08-13,10.1
BR-00221,Highway,Prestressed Concrete,1966,58,75,Rural Mountain,Mild,0.0159,8,0,9395,1700.0,35,28,0.0,0.0,53.6,52.7,198.9,0.48,0.33,2021-10-13,7.5
BR-00222,Interstate,Timber,1955,69,60,Industrial Michigan,Moderate,0.0518,6,0,22664,3294.0,8,5,0.0,0.0,24.8,21.2,570.8,0.72,0.37,2021-01-01,6.4
BR-00223,Local Road,Steel (A588 Weathering),1993,31,60,Urban Midwest,Moderate,0.0272,8,0,4698,2741.0,485,345,5.2e-12,2.8,13.2,12.4,53.2,0.96,0.4,2021-08-12,8.2
BR-00224,Highway,Prestressed Concrete,1979,45,75,Pacific Northwest,Mild,0.0264,8,0,47523,1323.0,35,28,0.0,0.0,49.1,47.9,780.6,0.45,0.33,2023-08-27,4.4
BR-00225,Highway,Reinforced Concrete,1974,50,100,Desert Southwest,Mild,0.0107,8,0,11961,2422.0,25,20,0.0,0.0,50.2,49.6,218.3,0.69,0.28,2022-07-23,15.9
BR-00226,Local Road,Steel (A588 Weathering),1950,74,75,Industrial Michigan,Moderate,0.0306,7,0,1814,571.0,485,345,5.2e-12,2.8,24.4,22.2,49.0,0.1,0.05,2022-08-19,1.9
BR-00227,Interstate,Steel (A36),2006,18,60,Urban West,Mild,0.054,9,0,26885,1106.0,450,250,6.9e-12,3.0,20.1,19.2,176.6,0.35,0.19,2023-10-08,8.2
BR-00228,Local Road,Steel (A588 Weathering),1989,35,75,Coastal Florida,Severe,0.0433,7,0,3459,15603.0,485,345,5.2e-12,2.8,22.0,20.5,44.2,2.7,1.15,2020-10-10,57.0
BR-00229,Pedestrian,Steel (A588 Weathering),2000,24,75,Rural Midwest,Mild,0.0205,9,0,6163,674.0,485,345,5.2e-12,2.8,20.1,19.6,5.4,0.13,0.08,2023-11-22,1.5
BR-00230,Pedestrian,Steel (A36),1992,32,100,Industrial New Jersey,Moderate,0.0559,8,0,9021,749.0,450,250,6.9e-12,3.0,17.7,16.0,10.5,0.27,0.15,2022-01-13,4.3
BR-00231,Local Road,Reinforced Concrete,1979,45,60,Industrial New Jersey,Moderate,0.0437,8,0,1160,2646.0,25,20,0.0,0.0,66.4,64.5,19.1,0.54,0.27,2020-01-15,11.5
BR-00232,Highway,Prestressed Concrete,1990,34,75,Coastal Carolina,Severe,0.0592,7,0,10036,1850.0,35,28,0.0,0.0,61.4,59.3,124.5,0.49,0.27,2023-02-12,5.4
BR-00233,Highway,Prestressed Concrete,2005,19,100,Industrial New Jersey,Moderate,0.03,8,0,68146,6905.0,35,28,0.0,0.0,69.0,68.4,472.6,1.7,0.86,2022-03-01,33.6
BR-00234,Highway,Prestressed Concrete,1988,36,75,Rural Mountain,Mild,0.0108,9,0,29947,4149.0,35,28,0.0,0.0,65.6,65.2,393.5,0.86,0.45,2023-01-11,10.1
BR-00235,Highway,Prestressed Concrete,1968,56,100,Industrial Michigan,Moderate,0.0204,8,0,28079,4288.0,35,28,0.0,0.0,56.0,54.8,573.9,1.0,0.31,2022-10-18,9.7
BR-00236,Highway,Stainless Steel 316L,1970,54,75,Urban Midwest,Moderate,0.0087,9,0,10753,3861.0,515,205,3.1e-12,3.2,17.0,16.5,211.9,1.34,0.45,2023-08-06,32.3
BR-00237,Highway,Prestressed Concrete,1943,81,60,Rural South,Mild,0.0288,8,0,29233,731.0,35,28,0.0,0.0,50.8,48.5,864.3,0.22,0.09,2022-09-21,3.4
BR-00238,Highway,Prestressed Concrete,1944,80,75,Urban Northeast,Moderate,0.0388,6,0,23464,4497.0,35,28,0.0,0.0,42.5,39.4,685.1,1.11,0.49,2020-01-11,20.9
BR-00239,Local Road,Reinforced Concrete,1962,62,60,Coastal Florida,Severe,0.0599,6,0,1283,710.0,25,20,0.0,0.0,58.7,54.9,29.0,0.14,0.09,2022-10-05,1.2
BR-00240,Highway,Reinforced Concrete,1998,26,75,Industrial Michigan,Moderate,0.028,8,0,10902,2105.0,25,20,0.0,0.0,52.9,52.2,103.5,0.54,0.3,2023-03-10,5.1
BR-00241,Highway,Steel (A36),2007,17,100,Rural South,Mild,0.0564,8,0,22997,1398.0,450,250,6.9e-12,3.0,16.5,15.6,142.7,0.27,0.15,2022-04-14,6.5
BR-00242,Highway,Reinforced Concrete,1977,47,50,Industrial New Jersey,Moderate,0.0558,7,0,8885,4858.0,25,20,0.0,0.0,68.4,65.8,152.4,0.99,0.53,2022-07-26,24.6
BR-00243,Highway,Reinforced Concrete,2001,23,75,Coastal Texas,Severe,0.0483,8,0,14640,506.0,25,20,0.0,0.0,49.1,48.0,122.9,0.1,0.04,2022-10-24,1.5
BR-00244,Railroad,Timber,1958,66,75,Desert Southwest,Mild,0.0206,8,0,106,475.0,8,5,0.0,0.0,16.3,14.9,127.7,0.19,0.14,2023-04-14,2.0
BR-00245,Railroad,Steel (A514 HY),1965,59,100,Industrial Ohio,Moderate,0.0715,6,0,95,1798.0,760,690,4.5e-12,3.2,22.6,18.3,102.3,0.54,0.25,2021-05-15,6.6
BR-00246,Railroad,Steel (A36),1972,52,50,Pacific Northwest,Mild,0.0376,7,0,115,3890.0,450,250,6.9e-12,3.0,10.9,9.0,109.1,1.5,0.68,2023-12-09,16.3
BR-00247,Interstate,Steel (A36),1984,40,100,Coastal Texas,Severe,0.0935,6,0,8810,2703.0,450,250,6.9e-12,3.0,21.0,17.3,128.6,0.5,0.34,2021-08-12,9.8
BR-00248,Railroad,Stainless Steel 316L,1987,37,100,Pacific Northwest,Mild,0.0082,9,0,36,802.0,515,205,3.1e-12,3.2,19.1,18.8,24.3,0.25,0.13,2023-04-24,3.8
BR-00249,Local Road,Prestressed Concrete,1976,48,50,Industrial New Jersey,Moderate,0.0336,7,0,3241,4267.0,35,28,0.0,0.0,49.6,48.0,56.8,1.26,0.74,2020-09-13,26.3
BR-00250,Interstate,Composite Steel-Concrete,1961,63,75,Coastal Texas,Severe,0.0566,6,0,32383,1098.0,400,230,6.5e-12,3.0,40.4,36.8,744.6,0.34,0.24,2023-03-23,7.0
BR-00251,Highway,Reinforced Concrete,1987,37,100,Coastal Carolina,Severe,0.0594,7,0,11947,2589.0,25,20,0.0,0.0,58.8,56.6,161.3,0.75,0.54,2021-07-07,13.3
BR-00252,Interstate,Reinforced Concrete,1969,55,60,Desert Southwest,Mild,0.0069,8,0,49664,709.0,25,20,0.0,0.0,67.5,67.1,997.0,0.26,0.14,2023-02-03,4.1
BR-00253,Local Road,Steel (A36),2004,20,100,Rural Midwest,Mild,0.0444,8,0,5551,3662.0,450,250,6.9e-12,3.0,13.4,12.5,40.5,1.09,0.57,2022-07-11,8.8
BR-00254,Highway,Steel (A36),2000,24,75,Desert Southwest,Mild,0.0287,8,0,10866,634.0,450,250,6.9e-12,3.0,13.5,12.8,95.2,0.23,0.17,2020-03-20,5.1
BR-00255,Pedestrian,Reinforced Concrete,1987,37,100,Desert Southwest,Mild,0.0089,8,0,12504,12870.0,25,20,0.0,0.0,64.7,64.4,16.9,3.37,2.3,2021-04-18,65.3
BR-00256,Interstate,Composite Steel-Concrete,1967,57,60,Coastal Texas,Severe,0.1197,4,1,52202,2558.0,400,230,6.5e-12,3.0,60.5,53.7,1086.1,0.97,0.7,2022-07-02,22.0
BR-00257,Interstate,Steel (A36),2003,21,75,Rural Midwest,Mild,0.0252,8,0,27492,4271.0,450,250,6.9e-12,3.0,17.0,16.4,210.7,0.79,0.3,2022-08-13,18.2
BR-00258,Interstate,Prestressed Concrete,1957,67,60,Rural South,Mild,0.0141,8,0,102257,1732.0,35,28,0.0,0.0,52.9,52.0,2500.7,0.37,0.15,2023-07-26,6.2
BR-00259,Local Road,Steel (A36),1976,48,50,Industrial New Jersey,Moderate,0.0945,6,0,5961,2523.0,450,250,6.9e-12,3.0,14.1,9.6,104.4,0.96,0.33,2021-07-25,21.9
BR-00260,Highway,Steel (A36),1959,65,60,Urban Northeast,Moderate,0.0717,5,0,44292,3769.0,450,250,6.9e-12,3.0,18.3,13.6,1050.8,0.79,0.43,2023-09-25,12.8
BR-00261,Highway,Reinforced Concrete,1997,27,75,Rural Mountain,Mild,0.011,9,0,12171,761.0,25,20,0.0,0.0,50.5,50.2,119.9,0.23,0.16,2020-10-11,2.0
BR-00262,Pedestrian,Steel (A36),1957,67,60,Rural Mountain,Mild,0.0178,8,0,13296,1553.0,450,250,6.9e-12,3.0,16.5,15.3,32.5,0.3,0.23,2023-06-05,5.3
BR-00263,Highway,Steel (A36),1941,83,50,Desert Southwest,Mild,0.0197,8,0,6082,371.0,450,250,6.9e-12,3.0,16.0,14.4,184.3,0.09,0.04,2020-02-28,1.2
BR-00264,Highway,Prestressed Concrete,1972,52,75,Rural Mountain,Mild,0.0144,8,0,19155,5676.0,35,28,0.0,0.0,62.5,61.8,363.6,2.0,0.91,2022-06-25,38.4
BR-00265,Highway,Composite Steel-Concrete,1977,47,100,Industrial Michigan,Moderate,0.075,7,0,47986,1513.0,400,230,6.5e-12,3.0,40.3,36.8,823.2,0.23,0.17,2022-03-08,3.0
BR-00266,Highway,Prestressed Concrete,1944,80,75,Industrial New Jersey,Moderate,0.0342,6,0,25973,2523.0,35,28,0.0,0.0,70.0,67.2,758.4,0.67,0.43,2022-01-27,14.5
BR-00267,Railroad,Steel (A514 HY),1979,45,100,Rural South,Mild,0.0462,8,0,40,885.0,760,690,4.5e-12,3.2,13.5,11.4,32.8,0.21,0.16,2020-08-01,3.4
BR-00268,Local Road,Steel (A36),2001,23,50,Urban Midwest,Moderate,0.0636,7,0,11671,940.0,450,250,6.9e-12,3.0,10.3,8.9,98.0,0.21,0.06,2020-04-19,4.8
BR-00269,Railroad,Prestressed Concrete,1990,34,50,Coastal Florida,Severe,0.0512,8,0,114,225.0,35,28,0.0,0.0,62.9,61.2,70.7,0.08,0.05,2023-07-23,0.9
BR-00270,Highway,Steel (A36),1977,47,50,Urban West,Mild,0.0345,8,0,34677,6302.0,450,250,6.9e-12,3.0,16.5,14.9,594.9,1.37,0.55,2021-05-24,18.7
BR-00271,Railroad,Steel (A588 Weathering),1997,27,60,Urban Northeast,Moderate,0.0331,9,0,108,2558.0,485,345,5.2e-12,2.8,21.3,20.4,53.2,0.59,0.23,2021-11-15,12.6
BR-00272,Pedestrian,Prestressed Concrete,2001,23,60,Urban Midwest,Moderate,0.036,8,0,4719,1722.0,35,28,0.0,0.0,61.6,60.8,4.0,0.38,0.15,2022-12-23,3.7
BR-00273,Pedestrian,Steel (A514 HY),1973,51,75,Industrial Michigan,Moderate,0.0563,7,0,9751,2107.0,760,690,4.5e-12,3.2,24.4,21.5,18.2,0.75,0.52,2022-08-19,7.8
