event_id,event_year,structure_type,material,location,corrosion_environment,age_at_event_years,corrosion_rate_mm_yr,failure_mode,severity,replacement_value_USD,repair_cost_USD,loss_ratio,detected_by,was_predicted,warning_lead_months,insurance_claim_filed,regulatory_action
FE-00167,2023,Bridge,Stainless Steel 316L,Rural South,Mild,22,0.0058,Corrosion,Moderate,1238422.0,286806.0,0.2316,Routine inspection,1,33,1,0
FE-00168,2015,Bridge,Steel (A588 Weathering),Rural South,Mild,56,0.022,Fatigue crack,Minor,8889336.0,514610.0,0.0579,Routine inspection,0,0,1,0
FE-00169,2020,Power Plant,Reinforced Concrete,Coastal California,Moderate,63,0.0811,Corrosion,Moderate,2093006.0,373994.0,0.1787,Routine inspection,0,0,1,0
FE-00170,2005,Pipeline,Prestressed Concrete,Desert Southwest,Mild,50,0.0237,Corrosion,Catastrophic,311513.0,234682.0,0.7534,Routine inspection,0,0,0,1
FE-00171,2011,Power Plant,Steel (A588 Weathering),Urban Midwest,Moderate,35,0.0347,Settlement,Minor,481986.0,34360.0,0.0713,Sensor alert,0,0,0,0
FE-00172,2021,Bridge,Composite Steel-Concrete,Desert Southwest,Mild,62,0.0274,Creep,Major,1058886.0,562984.0,0.5317,Routine inspection,0,0,1,1
FE-00173,2012,Bridge,Steel (A36),Urban West,Mild,51,0.0465,Corrosion,Minor,1102198.0,31481.0,0.0286,Load test,0,0,1,0
FE-00174,2010,Building,Prestressed Concrete,Rural Mountain,Mild,56,0.0107,Brittle fracture,Moderate,3350450.0,792695.0,0.2366,Routine inspection,0,0,1,0
FE-00175,2023,Building,Composite Steel-Concrete,Rural Mountain,Mild,51,0.0219,Fatigue crack,Major,6305178.0,2666317.0,0.4229,Sensor alert,0,0,0,1
FE-00176,2023,Pipeline,Prestressed Concrete,Coastal Carolina,Severe,61,0.0982,Settlement,Minor,10858690.0,710343.0,0.0654,Sensor alert,0,0,1,0
FE-00177,2019,Building,Reinforced Concrete,Desert Southwest,Mild,46,0.0173,Settlement,Major,1938942.0,1336843.0,0.6895,Routine inspection,1,38,0,1
FE-00178,2017,Bridge,Reinforced Concrete,Industrial Ohio,Moderate,56,0.0828,Buckling,Minor,557089.0,17255.0,0.031,Routine inspection,1,7,0,0
FE-00179,2017,Bridge,Prestressed Concrete,Coastal Carolina,Severe,35,0.0966,Overload,Moderate,3164045.0,831256.0,0.2627,Routine inspection,0,0,1,0
FE-00180,2016,Bridge,Steel (A588 Weathering),Coastal Carolina,Severe,55,0.0472,Corrosion,Major,216129.0,76398.0,0.3535,Routine inspection,0,0,0,1
FE-00181,2016,Building,Steel (A36),Coastal Carolina,Severe,46,0.1091,Buckling,Major,1394193.0,627885.0,0.4504,Routine inspection,1,14,1,0
FE-00182,2023,Bridge,Reinforced Concrete,Industrial Ohio,Moderate,39,0.0814,Creep,Catastrophic,1962765.0,1604157.0,0.8173,Sensor alert,0,0,1,1
FE-00183,2010,Power Plant,Prestressed Concrete,Industrial Ohio,Moderate,40,0.0352,Corrosion,Moderate,1771066.0,390792.0,0.2207,Routine inspection,0,0,1,0
FE-00184,2020,Pipeline,Prestressed Concrete,Industrial Ohio,Moderate,38,0.0788,Buckling,Major,353342.0,164299.0,0.465,Sensor alert,0,0,0,1
FE-00185,2015,Bridge,Reinforced Concrete,Coastal Florida,Severe,37,0.0944,Corrosion,Moderate,531622.0,135702.0,0.2553,Routine inspection,1,7,0,0
FE-00186,2014,Bridge,Steel (A36),Coastal California,Moderate,57,0.0884,Settlement,Catastrophic,964866.0,809903.0,0.8394,Sensor alert,1,11,0,1
FE-00187,2011,Bridge,Steel (A514 HY),Coastal Carolina,Severe,42,0.0706,Creep,Catastrophic,8474126.0,7181412.0,0.8475,Emergency,1,31,0,1
FE-00188,2020,Power Plant,Prestressed Concrete,Industrial Ohio,Moderate,53,0.044,Fatigue crack,Major,247717.0,177963.0,0.7184,Public report,0,0,1,0
FE-00189,2010,Bridge,Reinforced Concrete,Pacific Northwest,Mild,28,0.0285,Overload,Moderate,1386387.0,294204.0,0.2122,Emergency,0,0,1,0
FE-00190,2010,Bridge,Prestressed Concrete,Urban Northeast,Moderate,99,0.0634,Corrosion,Moderate,459637.0,123348.0,0.2684,Load test,0,0,1,0
FE-00191,2020,Building,Prestressed Concrete,Desert Southwest,Mild,73,0.0253,Brittle fracture,Moderate,1737210.0,496410.0,0.2858,Load test,0,0,1,0
FE-00192,2019,Building,Steel (A36),Coastal California,Moderate,67,0.0359,Overload,Moderate,812498.0,238312.0,0.2933,Routine inspection,1,24,0,0
FE-00193,2022,Bridge,Reinforced Concrete,Industrial Michigan,Moderate,45,0.0752,Buckling,Major,1226191.0,762302.0,0.6217,Emergency,1,0,0,1
FE-00194,2016,Bridge,Prestressed Concrete,Desert Southwest,Mild,49,0.0125,Brittle fracture,Moderate,4326440.0,798403.0,0.1845,Routine inspection,1,0,1,0
FE-00195,2014,Bridge,Prestressed Concrete,Urban West,Mild,68,0.0355,Overload,Catastrophic,1082055.0,611751.0,0.5654,Routine inspection,1,12,1,1
FE-00196,2016,Bridge,Composite Steel-Concrete,Rural Midwest,Mild,28,0.0329,Buckling,Minor,1462200.0,66990.0,0.0458,Sensor alert,1,8,1,0
FE-00197,2018,Pipeline,Composite Steel-Concrete,Coastal Texas,Severe,62,0.0736,Brittle fracture,Moderate,2885899.0,388519.0,0.1346,Public report,0,0,1,0
FE-00198,2020,Power Plant,Steel (A36),Coastal Florida,Severe,38,0.0641,Overload,Minor,2618223.0,138267.0,0.0528,Routine inspection,1,9,1,0
FE-00199,2006,Bridge,Steel (A36),Rural Midwest,Mild,37,0.0267,Creep,Minor,916261.0,62861.0,0.0686,Routine inspection,0,0,0,0
FE-00200,2007,Bridge,Steel (A36),Rural South,Mild,71,0.0377,Erosion,Moderate,1530807.0,378346.0,0.2472,Emergency,1,2,1,0
FE-00201,2022,Bridge,Steel (A36),Industrial Michigan,Moderate,44,0.0779,Settlement,Major,757173.0,337640.0,0.4459,Routine inspection,0,0,1,1
FE-00202,2007,Building,Steel (A36),Rural South,Mild,38,0.0379,Fatigue crack,Minor,3621929.0,219874.0,0.0607,Public report,1,1,1,0
FE-00203,2021,Bridge,Steel (A36),Coastal Carolina,Severe,44,0.0402,Overload,Moderate,1062749.0,263243.0,0.2477,Emergency,1,0,0,0
FE-00204,2009,Bridge,Steel (A588 Weathering),Coastal Texas,Severe,65,0.0365,Overload,Catastrophic,163852.0,118307.0,0.722,Emergency,0,0,1,0
FE-00205,2011,Pipeline,Composite Steel-Concrete,Coastal Carolina,Severe,30,0.084,Settlement,Minor,1949428.0,128356.0,0.0658,Load test,0,0,1,0
FE-00206,2019,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,46,0.0554,Fatigue crack,Minor,1409489.0,45894.0,0.0326,Routine inspection,1,0,0,0
FE-00207,2010,Power Plant,Steel (A588 Weathering),Urban Northeast,Moderate,59,0.0213,Erosion,Major,1070537.0,545761.0,0.5098,Routine inspection,0,0,1,1
FE-00208,2011,Bridge,Prestressed Concrete,Industrial New Jersey,Moderate,55,0.1038,Buckling,Catastrophic,1768488.0,1309575.0,0.7405,Sensor alert,0,0,0,1
FE-00209,2021,Building,Steel (A514 HY),Coastal Texas,Severe,13,0.1053,Fatigue crack,Minor,1099550.0,75454.0,0.0686,Sensor alert,0,0,1,0
FE-00210,2014,Pipeline,Reinforced Concrete,Coastal California,Moderate,40,0.0948,Creep,Minor,890425.0,64520.0,0.0725,Routine inspection,0,0,0,0
FE-00211,2005,Bridge,Steel (A36),Urban West,Mild,68,0.0341,Buckling,Major,218006.0,134853.0,0.6186,Routine inspection,0,0,1,1
FE-00212,2023,Pipeline,Prestressed Concrete,Rural Mountain,Mild,34,0.0241,Erosion,Minor,448991.0,25553.0,0.0569,Emergency,0,0,1,0
FE-00213,2008,Pipeline,Steel (A514 HY),Rural Mountain,Mild,44,0.0192,Fatigue crack,Moderate,3664998.0,773346.0,0.211,Emergency,0,0,1,0
FE-00214,2008,Power Plant,Steel (A36),Coastal Texas,Severe,31,0.0882,Fatigue crack,Minor,2752566.0,77853.0,0.0283,Sensor alert,0,0,1,0
FE-00215,2005,Pipeline,Prestressed Concrete,Urban Midwest,Moderate,53,0.0686,Fatigue crack,Major,724207.0,204983.0,0.283,Routine inspection,0,0,0,0
FE-00216,2022,Bridge,Prestressed Concrete,Desert Southwest,Mild,40,0.0271,Creep,Minor,553156.0,31106.0,0.0562,Public report,0,0,0,0
FE-00217,2020,Pipeline,Steel (A588 Weathering),Industrial Ohio,Moderate,48,0.0362,Fatigue crack,Minor,1608317.0,54703.0,0.034,Sensor alert,0,0,1,0
FE-00218,2018,Pipeline,Composite Steel-Concrete,Desert Southwest,Mild,38,0.0113,Corrosion,Minor,2695100.0,102995.0,0.0382,Routine inspection,0,0,1,0
FE-00219,2009,Bridge,Composite Steel-Concrete,Urban Midwest,Moderate,40,0.0691,Brittle fracture,Minor,697314.0,17910.0,0.0257,Public report,0,0,1,0
FE-00220,2009,Bridge,Stainless Steel 316L,Coastal Texas,Severe,48,0.0133,Creep,Minor,4753046.0,228256.0,0.048,Emergency,0,0,0,0
FE-00221,2014,Bridge,Composite Steel-Concrete,Industrial Michigan,Moderate,33,0.0729,Buckling,Minor,1073190.0,36764.0,0.0343,Sensor alert,1,2,1,0
FE-00222,2019,Pipeline,Steel (A36),Coastal Carolina,Severe,65,0.0666,Corrosion,Major,855164.0,349008.0,0.4081,Routine inspection,0,0,1,0
FE-00223,2005,Bridge,Prestressed Concrete,Rural Midwest,Mild,43,0.0306,Erosion,Catastrophic,2640081.0,2352320.0,0.891,Load test,0,0,0,1
FE-00224,2020,Bridge,Steel (A36),Rural Mountain,Mild,61,0.0158,Creep,Moderate,1695792.0,182230.0,0.1075,Routine inspection,0,0,1,0
FE-00225,2009,Bridge,Prestressed Concrete,Coastal Carolina,Severe,32,0.051,Buckling,Minor,4956467.0,138755.0,0.028,Routine inspection,0,0,1,0
FE-00226,2022,Building,Steel (A588 Weathering),Industrial New Jersey,Moderate,48,0.0457,Fatigue crack,Moderate,157173.0,24561.0,0.1563,Emergency,0,0,1,0
FE-00227,2018,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,36,0.0755,Settlement,Major,1377529.0,848329.0,0.6158,Routine inspection,1,0,1,1
FE-00228,2013,Bridge,Steel (A588 Weathering),Urban Northeast,Moderate,45,0.0163,Corrosion,Minor,1218244.0,50015.0,0.0411,Sensor alert,0,0,1,0
FE-00229,2013,Bridge,Composite Steel-Concrete,Rural South,Mild,60,0.0313,Overload,Catastrophic,787522.0,473682.0,0.6015,Emergency,0,0,1,1
FE-00230,2018,Bridge,Steel (A36),Coastal Florida,Severe,52,0.0925,Creep,Catastrophic,1085097.0,1474103.0,1.3585,Sensor alert,0,0,1,0
FE-00231,2011,Bridge,Steel (A36),Urban Midwest,Moderate,31,0.043,Corrosion,Minor,740612.0,32074.0,0.0433,Sensor alert,0,0,1,0
FE-00232,2012,Pipeline,Steel (A36),Rural South,Mild,22,0.0572,Erosion,Moderate,761504.0,91387.0,0.12,Routine inspection,1,15,1,0
FE-00233,2006,Bridge,Reinforced Concrete,Coastal Carolina,Severe,50,0.05,Corrosion,Minor,260009.0,18056.0,0.0694,Load test,0,0,0,0
FE-00234,2019,Bridge,Timber,Desert Southwest,Mild,71,0.0235,Erosion,Moderate,1021232.0,170176.0,0.1666,Public report,0,0,1,0
FE-00235,2014,Building,Reinforced Concrete,Pacific Northwest,Mild,54,0.0222,Brittle fracture,Major,1176946.0,403083.0,0.3425,Sensor alert,1,19,1,1
FE-00236,2007,Power Plant,Steel (A36),Coastal Texas,Severe,75,0.1167,Corrosion,Minor,273654.0,7890.0,0.0288,Public report,1,1,1,0
FE-00237,2014,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,43,0.0977,Corrosion,Major,1172095.0,813511.0,0.6941,Routine inspection,1,13,1,0
FE-00238,2010,Building,Timber,Rural South,Mild,27,0.0388,Erosion,Moderate,1525270.0,446589.0,0.2928,Sensor alert,1,0,0,0
FE-00239,2010,Building,Steel (A588 Weathering),Coastal Carolina,Severe,16,0.056,Creep,Major,258278.0,83219.0,0.3222,Public report,1,2,1,1
FE-00240,2010,Bridge,Timber,Urban Midwest,Moderate,52,0.0404,Corrosion,Minor,730950.0,40633.0,0.0556,Routine inspection,0,0,1,0
FE-00241,2021,Building,Prestressed Concrete,Urban Northeast,Moderate,46,0.0415,Fatigue crack,Minor,1260868.0,66103.0,0.0524,Routine inspection,0,0,1,0
FE-00242,2023,Building,Steel (A36),Rural Mountain,Mild,17,0.0174,Erosion,Moderate,858455.0,149763.0,0.1745,Routine inspection,0,0,0,0
FE-00243,2015,Building,Steel (A36),Urban Midwest,Moderate,43,0.0418,Fatigue crack,Moderate,441560.0,50373.0,0.1141,Routine inspection,0,0,0,0
FE-00244,2014,Bridge,Steel (A588 Weathering),Industrial Michigan,Moderate,31,0.0369,Buckling,Minor,796763.0,32247.0,0.0405,Routine inspection,0,0,0,0
FE-00245,2023,Pipeline,Prestressed Concrete,Desert Southwest,Mild,40,0.0177,Buckling,Moderate,208607.0,61617.0,0.2954,Public report,0,0,1,0
FE-00246,2015,Pipeline,Steel (A588 Weathering),Industrial New Jersey,Moderate,61,0.0512,Corrosion,Catastrophic,245735.0,199825.0,0.8132,Emergency,1,1,1,1
FE-00247,2016,Building,Steel (A588 Weathering),Industrial New Jersey,Moderate,47,0.0184,Overload,Moderate,3293559.0,542376.0,0.1647,Routine inspection,0,0,1,0
FE-00248,2023,Pipeline,Composite Steel-Concrete,Industrial New Jersey,Moderate,65,0.086,Fatigue crack,Minor,88284.0,2788.0,0.0316,Routine inspection,0,0,1,0
FE-00249,2016,Pipeline,Reinforced Concrete,Coastal California,Moderate,50,0.0879,Corrosion,Catastrophic,791724.0,816220.0,1.0309,Routine inspection,1,15,1,0
FE-00250,2015,Bridge,Prestressed Concrete,Coastal Texas,Severe,35,0.0632,Fatigue crack,Minor,948437.0,52735.0,0.0556,Sensor alert,0,0,1,0
FE-00251,2017,Bridge,Steel (A588 Weathering),Pacific Northwest,Mild,62,0.0135,Fatigue crack,Minor,196610.0,9921.0,0.0505,Routine inspection,0,0,1,0
FE-00252,2011,Bridge,Prestressed Concrete,Pacific Northwest,Mild,42,0.0322,Fatigue crack,Major,500407.0,226988.0,0.4536,Load test,0,0,1,0
FE-00253,2019,Pipeline,Prestressed Concrete,Industrial Michigan,Moderate,31,0.063,Brittle fracture,Major,1895794.0,615912.0,0.3249,Routine inspection,0,0,1,1
FE-00254,2005,Building,Stainless Steel 316L,Desert Southwest,Mild,34,0.0018,Overload,Moderate,884716.0,163035.0,0.1843,Routine inspection,0,0,1,0
FE-00255,2014,Pipeline,Steel (A36),Coastal Texas,Severe,49,0.0629,Buckling,Moderate,438073.0,75864.0,0.1732,Public report,0,0,1,0
FE-00256,2008,Bridge,Timber,Rural South,Mild,48,0.0245,Fatigue crack,Minor,4912239.0,175870.0,0.0358,Routine inspection,0,0,1,0
FE-00257,2020,Bridge,Steel (A588 Weathering),Pacific Northwest,Mild,30,0.0114,Fatigue crack,Minor,1125600.0,49241.0,0.0437,Emergency,0,0,1,0
FE-00258,2017,Bridge,Steel (A36),Urban Northeast,Moderate,41,0.0351,Brittle fracture,Moderate,2054720.0,447148.0,0.2176,Routine inspection,1,75,1,0
FE-00259,2007,Bridge,Prestressed Concrete,Coastal Florida,Severe,23,0.0527,Creep,Minor,1225878.0,87953.0,0.0717,Sensor alert,1,16,1,0
FE-00260,2005,Power Plant,Prestressed Concrete,Urban Midwest,Moderate,49,0.0343,Corrosion,Moderate,1662265.0,179280.0,0.1079,Public report,1,16,1,0
FE-00261,2023,Bridge,Steel (A36),Desert Southwest,Mild,53,0.022,Fatigue crack,Major,1127677.0,347279.0,0.308,Sensor alert,1,11,1,0
FE-00262,2022,Pipeline,Prestressed Concrete,Coastal Florida,Severe,55,0.0752,Buckling,Minor,134102.0,5373.0,0.0401,Routine inspection,0,0,0,0
FE-00263,2021,Bridge,Steel (A588 Weathering),Coastal California,Moderate,71,0.0298,Corrosion,Moderate,5536469.0,606254.0,0.1095,Routine inspection,0,0,1,0
FE-00264,2020,Pipeline,Steel (A588 Weathering),Industrial Michigan,Moderate,32,0.0292,Overload,Moderate,2126862.0,561114.0,0.2638,Public report,1,0,0,0
FE-00265,2015,Pipeline,Prestressed Concrete,Coastal California,Moderate,45,0.0754,Overload,Minor,424427.0,16144.0,0.038,Emergency,0,0,1,0
FE-00266,2010,Building,Reinforced Concrete,Industrial New Jersey,Moderate,56,0.0695,Brittle fracture,Moderate,420881.0,65994.0,0.1568,Public report,1,20,0,0
FE-00267,2011,Power Plant,Reinforced Concrete,Pacific Northwest,Mild,53,0.0569,Corrosion,Moderate,384013.0,70782.0,0.1843,Sensor alert,0,0,0,0
FE-00268,2023,Bridge,Composite Steel-Concrete,Coastal Texas,Severe,46,0.0468,Buckling,Catastrophic,2421415.0,1811479.0,0.7481,Sensor alert,0,0,0,1
FE-00269,2017,Bridge,FRP Composite,Coastal Texas,Severe,36,0.0462,Creep,Major,1999983.0,1001843.0,0.5009,Routine inspection,0,0,1,0
FE-00270,2019,Building,Prestressed Concrete,Coastal Carolina,Severe,41,0.1141,Overload,Moderate,521720.0,149588.0,0.2867,Public report,1,29,1,0
FE-00271,2019,Bridge,Steel (A588 Weathering),Coastal Texas,Severe,25,0.0657,Buckling,Major,162209.0,83677.0,0.5159,Routine inspection,1,11,0,1
FE-00272,2012,Bridge,Steel (A36),Rural Midwest,Mild,42,0.0214,Fatigue crack,Moderate,237399.0,31046.0,0.1308,Emergency,0,0,1,0
FE-00273,2018,Pipeline,Steel (A36),Rural Mountain,Mild,46,0.0276,Creep,Moderate,867058.0,223500.0,0.2578,Routine inspection,0,0,1,0
FE-00274,2011,Building,Reinforced Concrete,Urban Northeast,Moderate,57,0.0773,Brittle fracture,Major,239165.0,168865.0,0.7061,Routine inspection,1,15,1,1
FE-00275,2017,Bridge,Steel (A36),Coastal Florida,Severe,68,0.0513,Creep,Moderate,591557.0,174961.0,0.2958,Routine inspection,0,0,1,0
FE-00276,2016,Building,Steel (A36),Desert Southwest,Mild,26,0.0119,Corrosion,Moderate,895641.0,92161.0,0.1029,Sensor alert,0,0,1,0
FE-00277,2020,Bridge,Reinforced Concrete,Urban Northeast,Moderate,46,0.0537,Fatigue crack,Minor,1813348.0,71851.0,0.0396,Routine inspection,1,2,1,0
FE-00278,2011,Bridge,Steel (A588 Weathering),Desert Southwest,Mild,52,0.0112,Fatigue crack,Minor,1151714.0,78599.0,0.0682,Public report,0,0,1,0
FE-00279,2021,Bridge,Composite Steel-Concrete,Rural Midwest,Mild,48,0.0188,Corrosion,Minor,1317041.0,58290.0,0.0443,Sensor alert,1,3,1,0
FE-00280,2017,Bridge,Composite Steel-Concrete,Rural South,Mild,48,0.0523,Corrosion,Catastrophic,433966.0,350202.0,0.807,Sensor alert,1,8,0,1
FE-00281,2015,Bridge,Steel (A588 Weathering),Urban Northeast,Moderate,70,0.029,Fatigue crack,Major,1416347.0,356445.0,0.2517,Public report,0,0,1,1
FE-00282,2011,Bridge,Steel (A36),Coastal California,Moderate,70,0.0792,Corrosion,Major,589360.0,326926.0,0.5547,Routine inspection,0,0,1,0
FE-00283,2011,Bridge,Steel (A588 Weathering),Industrial Michigan,Moderate,80,0.0447,Brittle fracture,Major,831623.0,356895.0,0.4292,Emergency,0,0,1,1
FE-00284,2009,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,38,0.0672,Erosion,Moderate,2068748.0,416932.0,0.2015,Emergency,0,0,1,0
FE-00285,2007,Power Plant,Reinforced Concrete,Pacific Northwest,Mild,28,0.0232,Erosion,Minor,1564644.0,97693.0,0.0624,Load test,0,0,1,0
FE-00286,2009,Bridge,Prestressed Concrete,Coastal Carolina,Severe,42,0.0404,Corrosion,Catastrophic,630118.0,701187.0,1.1128,Routine inspection,1,1,0,0
FE-00287,2014,Bridge,Stainless Steel 316L,Urban Midwest,Moderate,32,0.0066,Fatigue crack,Moderate,933609.0,165188.0,0.1769,Routine inspection,0,0,0,0
FE-00288,2022,Bridge,Steel (A588 Weathering),Coastal Texas,Severe,70,0.0634,Corrosion,Major,469319.0,318407.0,0.6784,Load test,0,0,1,0
FE-00289,2009,Pipeline,Prestressed Concrete,Urban Northeast,Moderate,51,0.07,Fatigue crack,Moderate,404150.0,105435.0,0.2609,Sensor alert,1,3,1,0
FE-00290,2022,Building,Steel (A36),Industrial Michigan,Moderate,68,0.0833,Corrosion,Minor,1286187.0,49535.0,0.0385,Public report,0,0,1,0
FE-00291,2007,Bridge,Prestressed Concrete,Coastal Texas,Severe,41,0.102,Corrosion,Minor,1586299.0,60325.0,0.038,Routine inspection,0,0,0,0
FE-00292,2020,Building,Steel (A588 Weathering),Coastal Texas,Severe,33,0.0622,Corrosion,Minor,310284.0,12774.0,0.0412,Public report,0,0,1,0
FE-00293,2023,Power Plant,Stainless Steel 316L,Coastal Texas,Severe,64,0.0084,Corrosion,Major,6184962.0,2084645.0,0.3371,Routine inspection,1,6,1,1
FE-00294,2012,Power Plant,Stainless Steel 316L,Urban West,Mild,43,0.0069,Fatigue crack,Minor,1261408.0,58401.0,0.0463,Sensor alert,0,0,1,0
FE-00295,2013,Bridge,Timber,Urban Northeast,Moderate,25,0.0803,Overload,Catastrophic,3746445.0,2035589.0,0.5433,Public report,0,0,1,1
FE-00296,2015,Bridge,Steel (A36),Desert Southwest,Mild,57,0.0133,Erosion,Minor,1645716.0,88642.0,0.0539,Public report,1,1,0,0
FE-00297,2019,Bridge,Steel (A36),Industrial New Jersey,Moderate,53,0.0459,Fatigue crack,Moderate,1210205.0,180208.0,0.1489,Routine inspection,0,0,1,0
FE-00298,2022,Bridge,Prestressed Concrete,Coastal Carolina,Severe,52,0.0882,Corrosion,Moderate,600045.0,138384.0,0.2306,Load test,1,32,1,0
FE-00299,2006,Bridge,Prestressed Concrete,Urban West,Mild,56,0.0297,Brittle fracture,Moderate,1002980.0,147041.0,0.1466,Routine inspection,1,28,1,0
FE-00300,2009,Bridge,Reinforced Concrete,Coastal Florida,Severe,31,0.0808,Buckling,Major,2100932.0,678003.0,0.3227,Routine inspection,1,9,0,1
FE-00301,2023,Building,Aluminium Alloy,Industrial New Jersey,Moderate,41,0.0865,Fatigue crack,Minor,202567.0,9970.0,0.0492,Routine inspection,1,8,1,0
FE-00302,2016,Pipeline,Reinforced Concrete,Industrial Michigan,Moderate,54,0.0504,Fatigue crack,Minor,1653258.0,55446.0,0.0335,Routine inspection,1,15,1,0
FE-00303,2005,Bridge,Prestressed Concrete,Industrial Ohio,Moderate,49,0.0464,Corrosion,Major,187703.0,98499.0,0.5248,Sensor alert,0,0,0,1
FE-00304,2022,Bridge,Steel (A36),Rural Midwest,Mild,41,0.0413,Brittle fracture,Minor,2130519.0,139754.0,0.0656,Routine inspection,0,0,1,0
FE-00305,2011,Building,Composite Steel-Concrete,Coastal Florida,Severe,41,0.115,Buckling,Moderate,1313929.0,305766.0,0.2327,Emergency,0,0,1,0
FE-00306,2022,Bridge,Steel (A514 HY),Rural Midwest,Mild,55,0.0169,Erosion,Catastrophic,886710.0,1020290.0,1.1506,Routine inspection,0,0,0,1
FE-00307,2023,Building,Prestressed Concrete,Rural South,Mild,47,0.0552,Corrosion,Catastrophic,610487.0,657762.0,1.0774,Load test,1,4,1,1
FE-00308,2007,Pipeline,Steel (A588 Weathering),Industrial New Jersey,Moderate,40,0.0507,Fatigue crack,Moderate,5630901.0,569175.0,0.1011,Routine inspection,0,0,0,0
FE-00309,2009,Power Plant,Reinforced Concrete,Coastal Florida,Severe,50,0.05,Buckling,Moderate,2451280.0,436037.0,0.1779,Emergency,1,1,1,0
FE-00310,2009,Bridge,Reinforced Concrete,Urban West,Mild,31,0.0208,Fatigue crack,Catastrophic,4323240.0,5553242.0,1.2845,Routine inspection,0,0,1,0
FE-00311,2006,Bridge,Steel (A36),Rural Mountain,Mild,20,0.0169,Corrosion,Moderate,7306421.0,789354.0,0.108,Public report,0,0,1,0
FE-00312,2023,Pipeline,Prestressed Concrete,Coastal Florida,Severe,22,0.147,Overload,Minor,2708482.0,77207.0,0.0285,Public report,0,0,1,0
FE-00313,2010,Bridge,Reinforced Concrete,Coastal Florida,Severe,35,0.1432,Overload,Moderate,359223.0,71077.0,0.1979,Emergency,1,17,0,0
FE-00314,2013,Bridge,Steel (A514 HY),Industrial Michigan,Moderate,50,0.0522,Buckling,Major,1844149.0,800232.0,0.4339,Public report,0,0,1,1
FE-00315,2018,Building,Composite Steel-Concrete,Coastal California,Moderate,47,0.0701,Overload,Minor,893672.0,39429.0,0.0441,Sensor alert,0,0,1,0
FE-00316,2012,Building,Reinforced Concrete,Rural South,Mild,24,0.056,Brittle fracture,Moderate,1845935.0,286972.0,0.1555,Public report,0,0,1,0
FE-00317,2016,Bridge,Steel (A36),Urban West,Mild,45,0.0409,Corrosion,Major,408855.0,158123.0,0.3867,Public report,0,0,1,1
FE-00318,2010,Pipeline,Steel (A36),Industrial Ohio,Moderate,74,0.0668,Erosion,Major,404642.0,252017.0,0.6228,Routine inspection,1,5,0,1
