date,commodity,mqi,supply_disruption_prob,substitution_elasticity,green_premium_per_kg,carbon_intensity_virgin,carbon_intensity_recycled,herfindahl_index,mqi_5d_trend,mqi_21d_trend,mqi_63d_trend
2014-12-01,Steel_HRC,79.55,0.1848,0.422,0.153,2.12,0.4,0.078,1.61,4.07,0.61
2014-12-02,Steel_HRC,79.62,0.1844,0.4196,0.152,2.05,0.4,0.0801,2.09,5.31,-0.21
2014-12-03,Steel_HRC,78.77,0.1823,0.4581,0.155,1.97,0.42,0.0806,-0.03,4.21,-1.21
2014-12-04,Steel_HRC,79.34,0.1945,0.4484,0.148,2.0,0.39,0.0844,-0.2,4.6,-0.75
2014-12-05,Steel_HRC,78.98,0.1845,0.4497,0.15,2.04,0.37,0.0791,-0.67,3.94,-0.82
2014-12-08,Steel_HRC,79.06,0.178,0.4173,0.146,2.02,0.4,0.0877,-0.49,4.61,-1.0
2014-12-09,Steel_HRC,79.21,0.1736,0.4245,0.146,2.05,0.39,0.0808,-0.41,4.73,-0.03
2014-12-10,Steel_HRC,78.9,0.1615,0.4267,0.154,2.06,0.41,0.0822,0.13,4.29,-0.3
2014-12-11,Steel_HRC,78.55,0.1589,0.4169,0.151,2.14,0.41,0.0812,-0.79,3.8,-0.77
2014-12-12,Steel_HRC,78.99,0.1495,0.43,0.161,2.15,0.4,0.0741,0.01,3.86,0.36
2014-12-15,Steel_HRC,78.82,0.1504,0.4327,0.146,2.1,0.42,0.0842,-0.24,3.14,0.4
2014-12-16,Steel_HRC,78.62,0.1542,0.4151,0.15,2.08,0.39,0.0857,-0.59,2.22,0.04
2014-12-17,Steel_HRC,78.76,0.1733,0.399,0.147,2.14,0.4,0.0746,-0.14,2.46,0.13
2014-12-18,Steel_HRC,79.15,0.16,0.4008,0.147,2.11,0.39,0.075,0.6,2.52,0.18
2014-12-19,Steel_HRC,80.25,0.1685,0.449,0.145,2.09,0.4,0.0718,1.26,2.89,1.75
2014-12-22,Steel_HRC,80.39,0.1556,0.4304,0.145,2.1,0.38,0.0766,1.57,2.83,1.82
2014-12-23,Steel_HRC,80.36,0.1552,0.4626,0.152,2.12,0.38,0.0788,1.74,2.42,2.25
2014-12-24,Steel_HRC,79.93,0.1702,0.4126,0.148,2.03,0.38,0.0756,1.17,2.4,2.54
2014-12-25,Steel_HRC,79.75,0.1769,0.4481,0.148,2.01,0.4,0.0837,0.6,0.95,2.27
2014-12-26,Steel_HRC,79.97,0.1731,0.4289,0.153,2.01,0.41,0.0779,-0.28,0.43,2.91
2014-12-29,Steel_HRC,80.37,0.1685,0.4257,0.159,2.11,0.4,0.091,-0.02,0.72,3.1
2014-12-30,Steel_HRC,79.63,0.1486,0.3918,0.154,2.04,0.41,0.0793,-0.73,0.08,2.89
2014-12-31,Steel_HRC,79.31,0.1578,0.3771,0.155,2.03,0.4,0.0918,-0.62,-0.31,2.46
2015-01-01,Steel_HRC,79.27,0.1709,0.4669,0.148,2.11,0.39,0.0727,-0.48,0.5,2.06
2015-01-02,Steel_HRC,78.48,0.1679,0.4204,0.156,2.13,0.4,0.0838,-1.49,-0.86,1.97
2015-01-05,Steel_HRC,78.71,0.1625,0.437,0.151,2.15,0.4,0.0859,-1.66,-0.27,1.68
2015-01-06,Steel_HRC,78.96,0.1684,0.3999,0.149,2.04,0.41,0.0773,-0.67,-0.1,1.95
2015-01-07,Steel_HRC,79.12,0.1651,0.46,0.152,2.05,0.42,0.0784,-0.19,-0.09,1.55
2015-01-08,Steel_HRC,78.47,0.1738,0.4267,0.15,2.07,0.4,0.077,-0.8,-0.43,0.69
2015-01-09,Steel_HRC,78.51,0.1774,0.418,0.148,2.13,0.41,0.0784,0.03,-0.04,0.86
2015-01-12,Steel_HRC,79.21,0.1885,0.4274,0.15,2.14,0.41,0.085,0.5,0.22,0.75
2015-01-13,Steel_HRC,80.09,0.1732,0.4267,0.152,2.07,0.41,0.0662,1.13,1.27,1.49
2015-01-14,Steel_HRC,79.45,0.1793,0.422,0.151,2.15,0.37,0.0775,0.33,0.83,0.6
2015-01-15,Steel_HRC,79.45,0.1731,0.3897,0.146,2.11,0.4,0.0799,0.98,0.69,0.73
2015-01-16,Steel_HRC,80.0,0.1771,0.4221,0.141,2.15,0.4,0.0829,1.49,0.85,3.01
2015-01-19,Steel_HRC,80.27,0.1767,0.4008,0.151,2.13,0.4,0.08,1.06,0.02,4.03
2015-01-20,Steel_HRC,80.87,0.1704,0.4393,0.158,2.13,0.43,0.0701,0.78,0.48,5.98
2015-01-21,Steel_HRC,79.36,0.1662,0.4392,0.15,2.1,0.41,0.0837,-0.09,-1.0,4.22
2015-01-22,Steel_HRC,79.39,0.1524,0.4494,0.148,2.11,0.4,0.0817,-0.06,-0.54,4.18
2015-01-23,Steel_HRC,79.74,0.1527,0.4116,0.151,2.12,0.39,0.0848,-0.26,-0.01,5.05
2015-01-26,Steel_HRC,79.71,0.1542,0.4174,0.152,2.08,0.4,0.0815,-0.56,-0.26,4.65
2015-01-27,Steel_HRC,79.6,0.159,0.4313,0.14,2.08,0.41,0.0761,-1.27,-0.77,4.4
2015-01-28,Steel_HRC,79.62,0.165,0.4393,0.143,2.02,0.4,0.0808,0.26,-0.01,4.14
2015-01-29,Steel_HRC,78.67,0.1575,0.4671,0.148,2.07,0.4,0.0789,-0.72,-0.64,4.36
2015-01-30,Steel_HRC,79.17,0.1542,0.4026,0.145,2.08,0.4,0.0873,-0.57,-0.1,4.61
2015-02-02,Steel_HRC,78.86,0.1728,0.4224,0.14,2.07,0.4,0.0852,-0.85,0.38,4.12
2015-02-03,Steel_HRC,79.62,0.1642,0.4069,0.145,2.09,0.42,0.0815,0.02,0.91,4.58
2015-02-04,Steel_HRC,79.5,0.1685,0.4045,0.158,2.13,0.4,0.0736,-0.12,0.54,5.05
2015-02-05,Steel_HRC,79.18,0.1762,0.419,0.143,2.18,0.38,0.0795,0.51,0.06,4.7
2015-02-06,Steel_HRC,78.56,0.1879,0.4443,0.153,2.06,0.39,0.0779,-0.61,0.09,3.95
2015-02-09,Steel_HRC,78.43,0.2049,0.3872,0.155,2.12,0.41,0.0821,-0.43,-0.08,3.68
2015-02-10,Steel_HRC,79.57,0.2111,0.436,0.149,2.04,0.39,0.0769,-0.05,0.36,4.44
2015-02-11,Steel_HRC,79.77,0.211,0.4187,0.161,2.09,0.39,0.0757,0.27,-0.32,4.09
2015-02-12,Steel_HRC,79.4,0.2141,0.4237,0.151,2.15,0.38,0.082,0.22,-0.05,3.0
2015-02-13,Steel_HRC,79.13,0.2039,0.4172,0.152,2.14,0.4,0.0777,0.57,-0.32,2.83
2015-02-16,Steel_HRC,78.83,0.2077,0.4168,0.143,2.04,0.42,0.0895,0.4,-1.17,2.2
2015-02-17,Steel_HRC,78.82,0.2069,0.4238,0.148,2.07,0.4,0.0763,-0.75,-1.45,1.46
2015-02-18,Steel_HRC,78.08,0.2111,0.4068,0.147,2.12,0.41,0.0794,-1.69,-2.79,0.52
2015-02-19,Steel_HRC,78.92,0.2025,0.4292,0.148,2.05,0.4,0.0739,-0.48,-0.44,0.98
2015-02-20,Steel_HRC,79.69,0.1993,0.4146,0.147,2.1,0.41,0.0853,0.56,0.3,2.16
2015-02-23,Steel_HRC,80.1,0.2049,0.3823,0.143,2.07,0.37,0.0733,1.27,0.36,1.3
2015-02-24,Steel_HRC,79.92,0.2043,0.4206,0.149,1.98,0.4,0.073,1.1,0.21,0.38
2015-02-25,Steel_HRC,78.95,0.2056,0.3904,0.142,2.14,0.41,0.0913,0.87,-0.65,-0.7
2015-02-26,Steel_HRC,78.83,0.2038,0.4241,0.149,2.15,0.4,0.0785,-0.09,-0.79,-0.72
2015-02-27,Steel_HRC,79.13,0.2084,0.3928,0.157,2.08,0.39,0.0765,-0.56,0.46,-0.49
2015-03-02,Steel_HRC,79.19,0.2103,0.4499,0.147,2.11,0.4,0.087,-0.91,0.02,0.42
2015-03-03,Steel_HRC,78.26,0.2154,0.3901,0.156,2.04,0.39,0.0781,-1.66,-0.6,-1.08
2015-03-04,Steel_HRC,77.2,0.2058,0.3929,0.149,2.09,0.4,0.0843,-1.75,-2.42,-1.78
2015-03-05,Steel_HRC,77.84,0.1992,0.4238,0.149,2.1,0.42,0.0828,-0.99,-1.66,-1.22
2015-03-06,Steel_HRC,77.36,0.2048,0.4106,0.152,2.03,0.38,0.0892,-1.77,-1.82,-1.85
2015-03-09,Steel_HRC,76.84,0.1922,0.4321,0.142,2.15,0.4,0.0853,-2.35,-1.72,-2.06
2015-03-10,Steel_HRC,76.07,0.2082,0.4036,0.149,2.1,0.41,0.0829,-2.19,-2.36,-2.48
2015-03-11,Steel_HRC,76.71,0.206,0.44,0.151,2.17,0.4,0.077,-0.49,-2.86,-2.28
2015-03-12,Steel_HRC,76.78,0.2049,0.4026,0.147,2.1,0.39,0.0753,-1.06,-2.99,-2.04
2015-03-13,Steel_HRC,76.12,0.2038,0.3907,0.157,2.11,0.39,0.0859,-1.24,-3.28,-2.5
2015-03-16,Steel_HRC,76.61,0.2047,0.4331,0.144,2.1,0.4,0.0876,-0.23,-2.52,-2.15
2015-03-17,Steel_HRC,76.85,0.2086,0.4538,0.149,2.13,0.4,0.0874,0.78,-1.98,-2.3
2015-03-18,Steel_HRC,76.72,0.2063,0.4299,0.155,2.08,0.39,0.0766,0.01,-2.1,-3.53
2015-03-19,Steel_HRC,76.5,0.2056,0.404,0.156,2.04,0.4,0.0744,-0.28,-1.58,-3.89
2015-03-20,Steel_HRC,76.84,0.211,0.4413,0.145,2.04,0.43,0.0773,0.72,-2.08,-3.52
2015-03-23,Steel_HRC,76.71,0.195,0.4036,0.156,2.16,0.39,0.0763,0.1,-2.98,-3.22
2015-03-24,Steel_HRC,75.91,0.1867,0.4315,0.144,2.05,0.4,0.0713,-0.94,-4.19,-3.84
2015-03-25,Steel_HRC,76.17,0.195,0.4517,0.147,2.07,0.39,0.0843,-0.55,-3.75,-3.8
2015-03-26,Steel_HRC,76.63,0.1869,0.4312,0.144,2.05,0.39,0.0848,0.13,-2.32,-3.74
2015-03-27,Steel_HRC,76.94,0.1755,0.4209,0.145,2.06,0.42,0.0842,0.1,-1.89,-2.69
2015-03-30,Steel_HRC,76.46,0.1812,0.4018,0.158,2.14,0.4,0.0744,-0.25,-2.67,-2.85
2015-03-31,Steel_HRC,76.19,0.1742,0.4231,0.144,2.14,0.4,0.0776,0.28,-3.0,-3.08
2015-04-01,Steel_HRC,75.82,0.1593,0.3972,0.154,2.16,0.41,0.0858,-0.35,-2.44,-2.66
2015-04-02,Steel_HRC,75.57,0.1429,0.4237,0.152,2.16,0.37,0.0774,-1.06,-1.63,-3.14
2015-04-03,Steel_HRC,75.87,0.1381,0.4186,0.152,2.07,0.4,0.0703,-1.07,-1.97,-3.09
2015-04-06,Steel_HRC,76.21,0.1332,0.4009,0.148,2.11,0.41,0.0776,-0.25,-1.15,-2.91
2015-04-07,Steel_HRC,75.87,0.1235,0.4319,0.152,2.09,0.39,0.0715,-0.32,-0.97,-2.6
2015-04-08,Steel_HRC,75.88,0.1201,0.4217,0.147,2.11,0.38,0.0804,0.06,-0.19,-2.63
2015-04-09,Steel_HRC,75.94,0.1263,0.4078,0.14,2.11,0.4,0.0861,0.37,-0.77,-3.27
2015-04-10,Steel_HRC,75.3,0.1272,0.43,0.151,2.11,0.4,0.0814,-0.57,-1.48,-4.79
2015-04-13,Steel_HRC,74.55,0.1252,0.4591,0.147,2.1,0.4,0.0785,-1.66,-1.57,-4.9
2015-04-14,Steel_HRC,74.21,0.1125,0.4583,0.149,2.05,0.41,0.0792,-1.66,-2.4,-5.24
2015-04-15,Steel_HRC,74.46,0.1177,0.4267,0.154,2.08,0.4,0.0788,-1.42,-2.39,-5.54
2015-04-16,Steel_HRC,73.96,0.1168,0.3903,0.149,2.09,0.41,0.0737,-1.98,-2.76,-6.31
2015-04-17,Steel_HRC,73.94,0.1218,0.4245,0.146,2.13,0.41,0.0756,-1.36,-2.56,-6.93
2015-04-20,Steel_HRC,74.8,0.1466,0.4065,0.15,2.13,0.42,0.0823,0.25,-2.04,-4.56
2015-04-21,Steel_HRC,75.5,0.1411,0.4083,0.155,2.08,0.4,0.0801,1.29,-1.21,-3.89
2015-04-22,Steel_HRC,76.18,0.1441,0.4523,0.139,2.15,0.41,0.0771,1.72,0.27,-3.56
2015-04-23,Steel_HRC,75.32,0.1457,0.3822,0.155,2.1,0.4,0.0817,1.36,-0.85,-4.39
2015-04-24,Steel_HRC,75.32,0.1492,0.3841,0.155,2.04,0.4,0.0832,1.38,-1.31,-4.28
2015-04-27,Steel_HRC,75.33,0.1564,0.4057,0.148,2.12,0.39,0.0917,0.53,-1.61,-4.29
2015-04-28,Steel_HRC,75.37,0.1536,0.4364,0.146,2.09,0.4,0.0788,-0.13,-1.09,-3.3
2015-04-29,Steel_HRC,75.74,0.1547,0.4156,0.152,2.11,0.4,0.0842,-0.44,-0.45,-3.43
2015-04-30,Steel_HRC,76.03,0.1755,0.3779,0.153,2.12,0.42,0.0743,0.71,0.21,-2.83
2015-05-01,Steel_HRC,76.21,0.1749,0.4233,0.149,2.12,0.4,0.0838,0.89,0.64,-3.41
2015-05-04,Steel_HRC,76.12,0.1829,0.4318,0.146,2.1,0.38,0.0799,0.79,0.25,-3.38
2015-05-05,Steel_HRC,75.89,0.1762,0.4235,0.148,2.07,0.4,0.0736,0.52,-0.32,-3.29
2015-05-06,Steel_HRC,75.78,0.1695,0.4137,0.147,2.12,0.42,0.075,0.04,-0.09,-2.78
2015-05-07,Steel_HRC,75.94,0.1601,0.3915,0.147,2.11,0.39,0.0772,-0.09,0.06,-2.49
2015-05-08,Steel_HRC,76.45,0.1539,0.4065,0.15,2.17,0.44,0.0931,0.24,0.51,-3.12
2015-05-11,Steel_HRC,75.81,0.1544,0.432,0.151,2.09,0.39,0.0772,-0.31,0.51,-3.96
2015-05-12,Steel_HRC,75.79,0.1556,0.4252,0.148,2.11,0.41,0.0767,-0.1,1.24,-3.61
2015-05-13,Steel_HRC,75.74,0.1486,0.4257,0.142,2.05,0.41,0.0764,-0.04,1.53,-3.39
2015-05-14,Steel_HRC,75.89,0.1329,0.3966,0.151,2.11,0.41,0.0825,-0.05,1.43,-2.94
2015-05-15,Steel_HRC,75.78,0.1399,0.3989,0.15,2.14,0.4,0.0703,-0.67,1.82,-3.04
2015-05-18,Steel_HRC,75.47,0.1411,0.438,0.151,2.19,0.4,0.0789,-0.34,1.53,-2.61
2015-05-19,Steel_HRC,75.59,0.1411,0.4126,0.149,2.1,0.4,0.0818,-0.2,0.79,-3.33
2015-05-20,Steel_HRC,74.51,0.1442,0.3996,0.143,2.11,0.43,0.0797,-1.23,-0.99,-5.18
2015-05-21,Steel_HRC,75.13,0.1494,0.4298,0.154,2.15,0.39,0.08,-0.76,-1.05,-4.97
2015-05-22,Steel_HRC,75.3,0.1525,0.4278,0.154,2.07,0.38,0.0848,-0.48,-0.02,-4.62
2015-05-25,Steel_HRC,75.37,0.1507,0.3905,0.148,2.08,0.42,0.0748,-0.1,0.05,-3.58
2015-05-26,Steel_HRC,75.94,0.1536,0.4276,0.147,2.11,0.41,0.0883,0.35,0.61,-2.89
2015-05-27,Steel_HRC,76.21,0.1693,0.4195,0.147,2.21,0.39,0.081,1.7,0.84,-2.92
2015-05-28,Steel_HRC,75.46,0.163,0.4414,0.152,2.13,0.41,0.0751,0.33,-0.28,-3.73
2015-05-29,Steel_HRC,76.33,0.158,0.4489,0.154,2.1,0.41,0.09,1.03,0.3,-1.93
2015-06-01,Steel_HRC,76.36,0.1665,0.4461,0.152,2.08,0.4,0.0809,0.99,0.15,-0.84
2015-06-02,Steel_HRC,77.11,0.1748,0.4165,0.152,2.09,0.41,0.0858,1.17,0.99,-0.73
2015-06-03,Steel_HRC,77.35,0.1711,0.4326,0.146,2.09,0.39,0.0746,1.14,1.46,-0.01
2015-06-04,Steel_HRC,76.78,0.1567,0.4236,0.153,2.03,0.39,0.0806,1.32,1.0,-0.06
2015-06-05,Steel_HRC,77.24,0.1558,0.4403,0.157,2.08,0.43,0.0848,0.91,1.3,1.17
2015-06-08,Steel_HRC,77.39,0.1429,0.4183,0.157,2.0,0.42,0.0818,1.03,0.94,0.68
2015-06-09,Steel_HRC,77.59,0.1284,0.4319,0.155,2.13,0.4,0.0839,0.48,1.78,0.81
2015-06-10,Steel_HRC,77.93,0.1183,0.4263,0.144,2.11,0.39,0.083,0.58,2.14,1.81
2015-06-11,Steel_HRC,77.82,0.124,0.4083,0.15,2.1,0.38,0.0832,1.04,2.08,1.21
2015-06-12,Steel_HRC,78.39,0.1317,0.4458,0.156,2.13,0.41,0.0807,1.15,2.5,1.54
2015-06-15,Steel_HRC,78.61,0.1279,0.4013,0.152,2.08,0.42,0.0748,1.22,2.83,1.89
2015-06-16,Steel_HRC,78.95,0.1348,0.4127,0.147,2.14,0.41,0.0735,1.36,3.48,2.45
2015-06-17,Steel_HRC,79.0,0.1313,0.4392,0.15,2.1,0.4,0.0797,1.07,3.41,2.16
2015-06-18,Steel_HRC,78.5,0.1432,0.4008,0.149,2.07,0.38,0.085,0.68,3.99,1.79
2015-06-19,Steel_HRC,78.33,0.1474,0.4527,0.144,2.09,0.41,0.0756,-0.06,3.2,2.42
2015-06-22,Steel_HRC,78.74,0.143,0.4505,0.144,2.09,0.4,0.0866,0.13,3.44,2.57
2015-06-23,Steel_HRC,79.35,0.1513,0.4255,0.154,2.05,0.39,0.085,0.4,3.98,2.72
2015-06-24,Steel_HRC,79.22,0.1594,0.46,0.146,2.07,0.4,0.0859,0.22,3.28,2.28
2015-06-25,Steel_HRC,78.93,0.1752,0.4122,0.153,2.1,0.42,0.0794,0.43,2.72,2.47
2015-06-26,Steel_HRC,78.76,0.1794,0.4223,0.151,2.13,0.4,0.0736,0.43,3.3,2.57
2015-06-29,Steel_HRC,78.94,0.1735,0.4138,0.161,2.04,0.39,0.0809,0.2,2.61,3.12
2015-06-30,Steel_HRC,79.22,0.1612,0.4026,0.146,2.07,0.4,0.0906,-0.13,2.86,3.65
2015-07-01,Steel_HRC,78.28,0.1599,0.4552,0.154,2.06,0.41,0.0788,-0.94,1.17,2.41
2015-07-02,Steel_HRC,78.29,0.1659,0.4149,0.146,2.09,0.39,0.0857,-0.64,0.94,2.08
2015-07-03,Steel_HRC,77.91,0.1647,0.4569,0.156,2.15,0.4,0.0767,-0.85,1.13,2.04
2015-07-06,Steel_HRC,78.11,0.1764,0.4092,0.149,2.09,0.42,0.0814,-0.83,0.87,2.23
2015-07-07,Steel_HRC,76.64,0.1673,0.4168,0.15,2.06,0.38,0.0813,-2.58,-0.75,0.7
2015-07-08,Steel_HRC,76.17,0.1694,0.4428,0.139,2.13,0.4,0.0752,-2.11,-1.42,0.87
2015-07-09,Steel_HRC,75.18,0.1717,0.4208,0.157,2.09,0.41,0.088,-3.11,-2.75,0.63
2015-07-10,Steel_HRC,74.67,0.1755,0.4184,0.153,2.09,0.42,0.0971,-3.24,-3.15,0.46
2015-07-13,Steel_HRC,74.45,0.1871,0.4414,0.145,2.07,0.39,0.077,-3.66,-3.94,-0.01
2015-07-14,Steel_HRC,74.75,0.1738,0.3985,0.15,2.05,0.4,0.0719,-1.89,-3.86,0.79
2015-07-15,Steel_HRC,74.66,0.1574,0.3963,0.147,2.12,0.42,0.0677,-1.51,-4.29,0.72
2015-07-16,Steel_HRC,74.51,0.1621,0.4005,0.15,2.11,0.4,0.0827,-0.67,-4.49,-0.29
2015-07-17,Steel_HRC,74.06,0.1671,0.438,0.151,2.06,0.39,0.082,-0.61,-4.44,-1.44
2015-07-20,Steel_HRC,74.03,0.173,0.4125,0.144,1.98,0.39,0.0801,-0.42,-4.3,-2.15
2015-07-21,Steel_HRC,74.04,0.1764,0.4381,0.151,1.99,0.41,0.082,-0.71,-4.7,-1.28
2015-07-22,Steel_HRC,74.14,0.184,0.3954,0.151,2.13,0.41,0.0806,-0.52,-5.21,-1.18
2015-07-23,Steel_HRC,74.02,0.1863,0.4016,0.147,2.09,0.37,0.0776,-0.49,-5.2,-1.31
2015-07-24,Steel_HRC,74.14,0.2037,0.3875,0.153,2.08,0.4,0.0746,0.08,-4.79,-1.23
2015-07-27,Steel_HRC,74.73,0.2075,0.4248,0.139,2.11,0.39,0.0862,0.7,-4.03,-1.01
2015-07-28,Steel_HRC,74.62,0.2078,0.4121,0.152,2.14,0.39,0.0727,0.58,-4.32,-1.41
2015-07-29,Steel_HRC,74.94,0.1984,0.4045,0.153,2.04,0.39,0.0877,0.8,-4.28,-1.27
2015-07-30,Steel_HRC,74.72,0.2101,0.4137,0.153,2.13,0.4,0.0833,0.7,-3.56,-1.4
2015-07-31,Steel_HRC,74.59,0.2189,0.3713,0.153,2.1,0.4,0.072,0.45,-3.7,-1.3
2015-08-03,Steel_HRC,74.68,0.2245,0.4204,0.142,2.1,0.38,0.0815,-0.05,-3.23,-1.1
2015-08-04,Steel_HRC,74.45,0.237,0.4315,0.15,2.12,0.42,0.0779,-0.17,-3.66,-1.49
2015-08-05,Steel_HRC,74.82,0.2321,0.4489,0.146,2.03,0.39,0.0753,-0.12,-1.82,-1.63
2015-08-06,Steel_HRC,74.94,0.2291,0.4307,0.155,2.11,0.38,0.0771,0.22,-1.23,-0.87
2015-08-07,Steel_HRC,75.18,0.2265,0.4399,0.155,2.08,0.42,0.0758,0.59,0.0,-0.61
2015-08-10,Steel_HRC,76.66,0.2329,0.3998,0.147,2.08,0.42,0.0781,1.98,1.99,0.92
2015-08-11,Steel_HRC,76.52,0.2321,0.4281,0.157,2.06,0.41,0.081,2.07,2.07,0.63
2015-08-12,Steel_HRC,76.78,0.2186,0.4213,0.14,2.14,0.41,0.0835,1.96,2.03,1.0
2015-08-13,Steel_HRC,77.0,0.2245,0.4046,0.148,2.05,0.41,0.0776,2.06,2.34,1.53
2015-08-14,Steel_HRC,77.61,0.2271,0.4438,0.152,2.14,0.42,0.0795,2.43,3.1,2.02
2015-08-17,Steel_HRC,78.48,0.2165,0.4426,0.151,2.1,0.39,0.0737,1.82,4.42,3.97
2015-08-18,Steel_HRC,78.37,0.2019,0.3923,0.155,2.06,0.4,0.0818,1.85,4.34,3.24
2015-08-19,Steel_HRC,79.12,0.202,0.4411,0.158,2.11,0.42,0.0696,2.34,5.08,3.82
2015-08-20,Steel_HRC,79.41,0.2033,0.412,0.152,2.05,0.4,0.075,2.41,5.27,4.04
2015-08-21,Steel_HRC,79.17,0.1987,0.4375,0.15,2.12,0.41,0.0819,1.56,5.15,3.23
2015-08-24,Steel_HRC,78.8,0.1982,0.4273,0.147,2.15,0.39,0.0811,0.32,4.66,2.59
2015-08-25,Steel_HRC,78.96,0.1957,0.4042,0.148,2.08,0.39,0.0763,0.59,4.23,3.5
2015-08-26,Steel_HRC,79.38,0.1921,0.4255,0.151,1.98,0.39,0.0768,0.26,4.76,3.05
2015-08-27,Steel_HRC,79.87,0.1981,0.4588,0.155,2.16,0.38,0.0798,0.46,4.93,3.51
2015-08-28,Steel_HRC,80.18,0.1878,0.4144,0.15,2.1,0.42,0.0772,1.01,5.46,3.07
2015-08-31,Steel_HRC,80.19,0.1838,0.4215,0.152,2.14,0.4,0.073,1.39,5.6,2.84
2015-09-01,Steel_HRC,79.78,0.186,0.4238,0.147,2.1,0.4,0.0742,0.82,5.1,3.0
2015-09-02,Steel_HRC,80.09,0.1877,0.4463,0.132,2.1,0.4,0.0757,0.71,5.64,2.85
2015-09-03,Steel_HRC,80.74,0.1723,0.4218,0.144,2.13,0.41,0.0795,0.87,5.92,3.35
2015-09-04,Steel_HRC,81.15,0.1826,0.4237,0.148,2.14,0.4,0.0771,0.97,6.21,3.56
2015-09-07,Steel_HRC,81.26,0.1772,0.4611,0.15,2.06,0.39,0.078,1.07,6.08,3.33
2015-09-08,Steel_HRC,80.98,0.188,0.4085,0.148,2.09,0.4,0.0887,1.2,4.32,3.16
2015-09-09,Steel_HRC,81.41,0.1971,0.4195,0.147,2.11,0.4,0.0786,1.32,4.89,3.02
2015-09-10,Steel_HRC,80.84,0.198,0.4223,0.144,2.05,0.4,0.0792,0.1,4.06,2.23
2015-09-11,Steel_HRC,81.51,0.2037,0.389,0.143,2.07,0.39,0.0905,0.36,4.51,2.56
2015-09-14,Steel_HRC,81.8,0.1976,0.4124,0.153,2.12,0.38,0.086,0.54,4.19,2.8
2015-09-15,Steel_HRC,81.72,0.1998,0.4073,0.151,2.07,0.4,0.0897,0.74,3.24,3.22
2015-09-16,Steel_HRC,81.85,0.1971,0.4569,0.152,2.12,0.42,0.0835,0.44,3.48,3.52
2015-09-17,Steel_HRC,81.81,0.1961,0.4183,0.145,2.08,0.43,0.0755,0.97,2.69,3.07
2015-09-18,Steel_HRC,81.92,0.1993,0.4292,0.152,2.1,0.38,0.0798,0.41,2.51,2.57
2015-09-21,Steel_HRC,82.29,0.2035,0.4136,0.149,2.05,0.41,0.0759,0.49,3.12,3.07
2015-09-22,Steel_HRC,81.67,0.1988,0.4401,0.146,1.99,0.38,0.0845,-0.05,2.87,2.74
2015-09-23,Steel_HRC,81.41,0.2052,0.4363,0.146,2.17,0.41,0.0708,-0.44,2.45,2.65
2015-09-24,Steel_HRC,81.26,0.196,0.4333,0.152,2.19,0.4,0.0745,-0.55,1.88,2.32
2015-09-25,Steel_HRC,81.7,0.2111,0.4134,0.162,2.01,0.38,0.0801,-0.22,1.83,2.48
2015-09-28,Steel_HRC,81.39,0.2259,0.4469,0.152,2.13,0.39,0.0864,-0.9,1.21,3.11
2015-09-29,Steel_HRC,81.37,0.2228,0.4529,0.144,2.09,0.4,0.0829,-0.3,1.18,3.08
2015-09-30,Steel_HRC,80.18,0.2151,0.3842,0.144,2.03,0.41,0.081,-1.23,0.4,2.27
2015-10-01,Steel_HRC,79.89,0.2242,0.4441,0.147,2.14,0.39,0.0756,-1.37,-0.2,1.78
2015-10-02,Steel_HRC,79.54,0.2355,0.3737,0.147,2.11,0.39,0.0844,-2.16,-1.2,2.9
2015-10-05,Steel_HRC,79.27,0.2355,0.4156,0.147,2.11,0.4,0.0788,-2.12,-1.88,3.1
2015-10-06,Steel_HRC,78.91,0.2333,0.4008,0.156,2.09,0.38,0.0869,-2.46,-2.35,3.73
2015-10-07,Steel_HRC,78.43,0.2304,0.4538,0.157,2.05,0.41,0.0841,-1.75,-2.55,3.76
2015-10-08,Steel_HRC,78.34,0.2274,0.4359,0.143,2.12,0.38,0.0771,-1.55,-3.07,3.89
2015-10-09,Steel_HRC,78.6,0.2282,0.4339,0.145,2.17,0.41,0.0815,-0.94,-2.24,3.85
2015-10-12,Steel_HRC,79.36,0.2205,0.3828,0.148,2.06,0.39,0.0802,0.09,-2.15,4.7
2015-10-13,Steel_HRC,78.74,0.2247,0.4378,0.15,2.1,0.41,0.0836,-0.17,-3.06,4.23
2015-10-14,Steel_HRC,79.13,0.2142,0.4118,0.143,2.17,0.39,0.0801,0.7,-2.59,5.07
2015-10-15,Steel_HRC,79.13,0.218,0.4,0.15,2.11,0.42,0.0862,0.79,-2.72,5.1
2015-10-16,Steel_HRC,79.44,0.2182,0.4077,0.151,2.12,0.41,0.0795,0.84,-2.37,5.4
2015-10-19,Steel_HRC,79.84,0.211,0.4197,0.146,2.06,0.41,0.0734,0.48,-2.08,5.7
2015-10-20,Steel_HRC,79.44,0.2121,0.4385,0.148,2.07,0.39,0.0812,0.7,-2.85,5.42
2015-10-21,Steel_HRC,78.9,0.2023,0.4334,0.152,2.16,0.39,0.0784,-0.23,-2.77,4.76
2015-10-22,Steel_HRC,79.59,0.2056,0.4296,0.156,2.19,0.39,0.074,0.46,-1.82,4.86
2015-10-23,Steel_HRC,79.2,0.205,0.4023,0.152,2.06,0.4,0.0811,-0.24,-2.06,4.58
